Lattice Size (NxN),Total Steps,Steps Used in Analysis,Burnin Steps,Interaction Strength,Applied Mag Field,Spin Prop
20,100000,50000,0,1.0,0.0,0.1

Temperature,Magnetization Mean,Magnetization Std Dev,Energy Mean,Energy Std Dev
2.0,0.9108309,0.0417650225092,-1.739522,0.0845840145418
2.1,0.8563837,0.085723123335,-1.6408842,0.11325112004
2.2,0.7565851,0.162174775961,-1.5100802,0.138060709718
2.3,0.614753,0.216018290871,-1.358508,0.155500128412
2.4,0.4265222,0.232939828941,-1.1913,0.149903869196
2.5,0.291524,0.191135144398,-1.0687182,0.12351969474
2.6,0.2259986,0.155495635945,-0.9766368,0.112638061444
